col1,name,RA_1,Dec_1,Source_Name,RA_2,E_RA,E_RA_tot,DEC_2,E_DEC,E_DEC_tot,Peak_flux,E_Peak_flux,E_Peak_flux_tot,Total_flux,E_Total_flux,E_Total_flux_tot,Maj,E_Maj,Min,E_Min,DC_Maj,E_DC_Maj,DC_Min,E_DC_Min,PA,E_PA,DC_PA,E_DC_PA,Isl_rms,S_Code,Mosaic_ID,Isl_id,Separation
1596,150855.76+543551.1,227.23235099999997,54.597533999999996,ILTJ150855.75+543551.0,227.2323033486061,0.5132562178986009,0.5453896506746302,54.597516566050984,0.42927896585645015,0.4672240965299226,0.7237185342585023,0.11739727111724549,0.1863675399283551,0.8305506821663119,0.1964079573020154,0.25723270227058487,7.364938864671081,1.3566820441155891,5.61334240902198,0.8018427287909152,4.26993375917386,1.3566820441155891,0.0,0.8018427287909152,123.82740053426228,27.231358719540008,123.8274005342635,27.231358719540008,0.11540600098669529,S,P227+53,2666,0.11753828893996024
1597,150458.47+541945.0,226.243631,54.32916899999999,ILTJ150458.36+541944.9,226.24316496269154,0.5853754855570348,0.5999676596099962,54.32915026477959,0.3036558732297636,0.33091331619276404,0.6422681794765238,0.09087525603415883,0.1573488123056461,0.7254852067586554,0.15632661029819897,0.21328656895442558,8.136318496823097,1.4469008688127232,5.00076324127571,0.5629682900648454,0.0,1.4469008688127232,0.0,0.5629682900648454,111.74392729837682,17.220518986058437,0.0,17.220518986058437,0.09235307516064495,S,P223+55,129,0.9806557374106676
1598,150636.17+542354.4,226.650744,54.398453,ILTJ150636.20+542354.5,226.65082769006884,0.48840588422183256,0.5220711001328548,54.39848836177054,0.41831176040075696,0.45716808149847854,1.1019197058602064,0.17246820152816023,0.2798470333322829,1.4119637813912913,0.2762515647302535,0.39504505542323304,7.101889188583866,1.156112210234195,6.499230594706405,0.9780342873420262,3.7995023301454505,1.156112210234195,2.489483023588022,0.9780342873420262,99.99926888789426,73.75465530339595,99.99926888789558,73.75465530339595,0.16421843611169606,S,P227+53,3362,0.21672079793463872
1830,110039.04+510902.3,165.162686,51.150642,ILTJ110039.05+510902.2,165.16268757770916,0.13625625362888436,0.15698410709202787,51.150615922503,0.14447575703316687,0.1641690823413747,1.3380935092402653,0.06929581355313773,0.2764447130165964,1.5108641673037726,0.11538279256904056,0.3234526396595506,6.502079910713736,0.34292775906018463,6.252904826438806,0.3179600441274234,2.5025602706930576,0.34292775906018463,1.7600252641662617,0.3179600441274234,20.380242383623454,55.90311987780252,20.380242383617535,55.90311987780252,0.06742874393239617,S,P4Hetdex16,2296,0.09394656951893904
1832,110853.98+522337.9,167.224924,52.393875,ILTJ110853.96+522337.6,167.22485381948488,0.4868352793770798,0.5166703319039081,52.39379560337812,0.29909336221217586,0.34553796020541516,0.5496279250081348,0.07715077195729635,0.13429771350085104,0.6234112882473148,0.12942181449216292,0.1797099647738291,7.260925703731872,1.148784361917362,5.624070578501541,0.7004017345975688,0.0,1.148784361917362,0.0,0.7004017345975688,84.53697012624943,24.364421372761303,0.0,24.364421372761303,0.07589811139041558,S,P8Hetdex,4605,0.3247573984859476
1839,113728.28+514324.6,174.367852,51.723504999999996,ILTJ113728.30+514324.3,174.36792246911835,0.6310269100040987,0.6366179898120076,51.72343567996087,0.5841696333635004,0.5902047647613554,0.4918006100070698,0.06579535107698242,0.11833740669575454,1.5222722615999216,0.08446609166598502,0.31595416468023996,11.42477559242311,1.5885178555142145,9.75553286217304,1.2557953481531914,9.721692687164948,1.5885178555142145,7.692152182876174,1.2557953481531914,56.160596947225294,39.96405501431781,56.16059694722448,39.96405501431781,0.06249886064324528,S,P12Hetdex11,1238,0.29491052885589336
1840,113608.50+514754.0,174.035434,51.798338,ILTJ113608.54+514753.8,174.03558825589982,0.22757382267853407,0.24264655071004282,51.79829433310888,0.187229903597835,0.20528648422196502,1.1574699011352014,0.09314958289854688,0.24953217763553173,1.1719042788962926,0.1609380663479859,0.2843157518598755,6.346760492896036,0.5367056964933875,5.743737399025458,0.4398989227990876,0.0,0.5367056964933875,0.0,0.4398989227990876,96.60380945484373,35.47543970444086,0.0,35.47543970444086,0.09303739352617413,S,P12Hetdex11,1684,0.37769694529312425
1842,113513.72+513327.2,173.807178,51.557556,ILTJ113513.77+513326.7,173.80738982294034,0.49362449531750646,0.5007520805552618,51.557428750516245,0.4378556653618442,0.445875641286249,0.36474150173400566,0.06408247625525204,0.09709798291670146,0.3809699076064381,0.1097547741586164,0.1336100043809415,6.584237890295469,1.2403183475989827,5.711668146394463,0.9359303202032182,0.0,1.2403183475989827,0.0,0.9359303202032182,123.0798528815528,54.60216743257222,0.0,54.60216743257222,0.06365216540871188,S,P12Hetdex11,1990,0.6592659825332952
1847,120406.34+522219.2,181.026457,52.372006,ILTJ120406.36+522219.2,181.02649300526033,0.3398842998107403,0.376020040278297,52.37202146475072,0.2832636049187453,0.3257422344502136,0.79049935905867,0.09206810608097418,0.18295383468029372,0.8138675392852421,0.15894120816525362,0.22750279671493953,6.726866138849601,0.8644271801516179,5.509929734468427,0.5816286710588338,0.0,0.8644271801516179,0.0,0.5816286710588338,120.6941445582173,25.977595033175795,0.0,25.977595033175795,0.09209842392010614,S,P21,3356,0.09675785856667615
1849,121034.97+531658.8,182.64571899999999,53.283003,ILTJ121034.97+531658.9,182.64569201443672,0.01887570333030881,0.1261529703081096,53.28303880428417,0.02186051208820996,0.12663396752097647,18.69996951524891,0.10560419468674809,3.741484550387049,25.895414745639634,0.34840639449728394,5.1907886885977375,7.97900957112799,0.05348203383312784,6.97211041103354,0.042015661620945936,5.259210073603867,0.05348203383312784,3.5483867841647507,0.042015661620945936,64.06155090306629,2.062982103581437,64.06155090306474,2.062982103581437,0.10560419468674809,M,P182+55,3120,0.14137699251735386
1853,122428.99+513755.9,186.120828,51.632217,ILTJ122429.05+513755.8,186.12105843582802,0.5404739682004228,0.5474846069324046,51.63217913409096,0.15730322194403742,0.17992106091170376,0.5174848790260339,0.05836546010427869,0.11881982550907785,0.5314142080515847,0.10646004181411599,0.15043198770150928,8.300878112625298,1.2730110895013358,4.453971435715089,0.3694500893786792,0.0,1.2730110895013358,0.0,0.3694500893786792,89.58025610267202,10.09366473183151,0.0,10.09366473183151,0.062285638705361634,S,P25Hetdex09,2597,0.5326579510444753
